channel     z-pos[mm]   phi-pos[rad]
13489       6           4.89994     
13490       10          4.89994     
13491       14          4.89994     
13492       18          4.89994     
13493       22          4.89994     
13494       26          4.89994     
13495       30          4.89994     
13496       34          4.89994     
13497       38          4.89994     
13498       42          4.89994     
13499       46          4.89994     
13500       50          4.89994     
13501       54          4.89994     
13502       58          4.89994     
13503       62          4.89994     
13504       66          4.89994     
13505       70          4.89994     
13506       74          4.89994     
13507       78          4.89994     
13508       82          4.89994     
13509       86          4.89994     
13510       90          4.89994     
13511       94          4.89994     
13512       98          4.89994     
13513       102         4.89994     
13514       106         4.89994     
13515       110         4.89994     
13516       114         4.89994     
13517       118         4.89994     
13518       122         4.89994     
13519       126         4.89994     
13520       130         4.89994     
13521       134         4.89994     
13522       138         4.89994     
13523       142         4.89994     
13524       146         4.89994     
13525       150         4.89994     
13526       154         4.89994     
13527       158         4.89994     
13528       162         4.89994     
13529       166         4.89994     
13530       170         4.89994     
13531       174         4.89994     
13532       178         4.89994     
13533       182         4.89994     
13534       186         4.89994     
13535       190         4.89994     
13536       -191        4.93481     
13537       -187        4.93481     
13538       -183        4.93481     
13539       -179        4.93481     
13540       -175        4.93481     
13541       -171        4.93481     
13542       -167        4.93481     
13543       -163        4.93481     
13544       -159        4.93481     
13545       -155        4.93481     
13546       -151        4.93481     
13547       -147        4.93481     
13548       -143        4.93481     
13549       -139        4.93481     
13550       -135        4.93481     
13551       -131        4.93481     
13552       -127        4.93481     
13553       -123        4.93481     
13554       -119        4.93481     
13555       -115        4.93481     
13556       -111        4.93481     
13557       -107        4.93481     
13558       -103        4.93481     
13559       -99         4.93481     
13560       -95         4.93481     
13561       -91         4.93481     
13562       -87         4.93481     
13563       -83         4.93481     
13564       -79         4.93481     
13565       -75         4.93481     
13566       -71         4.93481     
13567       -67         4.93481     
13568       -63         4.93481     
13569       -59         4.93481     
13570       -55         4.93481     
13571       -51         4.93481     
13572       -47         4.93481     
13573       -43         4.93481     
13574       -39         4.93481     
13575       -35         4.93481     
13576       -31         4.93481     
13577       -27         4.93481     
13578       -23         4.93481     
13579       -19         4.93481     
13580       -15         4.93481     
13581       -11         4.93481     
13582       -7          4.93481     
13583       -3          4.93481     
13584       1           4.93481     
13585       5           4.93481     
13586       9           4.93481     
13587       13          4.93481     
13588       17          4.93481     
13589       21          4.93481     
13590       25          4.93481     
13591       29          4.93481     
13592       33          4.93481     
13593       37          4.93481     
13594       41          4.93481     
13595       45          4.93481     
13596       49          4.93481     
13597       53          4.93481     
13598       57          4.93481     
13599       61          4.93481     
13600       65          4.93481     
13601       69          4.93481     
13602       73          4.93481     
13603       77          4.93481     
13604       81          4.93481     
13605       85          4.93481     
13606       89          4.93481     
13607       93          4.93481     
13608       97          4.93481     
13609       101         4.93481     
13610       105         4.93481     
13611       109         4.93481     
13612       113         4.93481     
13613       117         4.93481     
13614       121         4.93481     
13615       125         4.93481     
13616       129         4.93481     
13617       133         4.93481     
13618       137         4.93481     
13619       141         4.93481     
13620       145         4.93481     
13621       149         4.93481     
13622       153         4.93481     
13623       157         4.93481     
13624       161         4.93481     
13625       165         4.93481     
13626       169         4.93481     
13627       173         4.93481     
13628       177         4.93481     
13629       181         4.93481     
13630       185         4.93481     
13631       189         4.93481     
13632       -192        4.96969     
13633       -188        4.96969     
13634       -184        4.96969     
13635       -180        4.96969     
13636       -176        4.96969     
13637       -172        4.96969     
13638       -168        4.96969     
13639       -164        4.96969     
13640       -160        4.96969     
13641       -156        4.96969     
13642       -152        4.96969     
13643       -148        4.96969     
13644       -144        4.96969     
13645       -140        4.96969     
13646       -136        4.96969     
13647       -132        4.96969     
13648       -128        4.96969     
13649       -124        4.96969     
13650       -120        4.96969     
13651       -116        4.96969     
13652       -112        4.96969     
13653       -108        4.96969     
13654       -104        4.96969     
13655       -100        4.96969     
13656       -96         4.96969     
13657       -92         4.96969     
13658       -88         4.96969     
13659       -84         4.96969     
13660       -80         4.96969     
13661       -76         4.96969     
13662       -72         4.96969     
13663       -68         4.96969     
13664       -64         4.96969     
13665       -60         4.96969     
13666       -56         4.96969     
13667       -52         4.96969     
13668       -48         4.96969     
13669       -44         4.96969     
13670       -40         4.96969     
13671       -36         4.96969     
13672       -32         4.96969     
13673       -28         4.96969     
13674       -24         4.96969     
13675       -20         4.96969     
13676       -16         4.96969     
13677       -12         4.96969     
13678       -8          4.96969     
13679       -4          4.96969     
13680       0           4.96969     
13681       4           4.96969     
13682       8           4.96969     
13683       12          4.96969     
13684       16          4.96969     
13685       20          4.96969     
13686       24          4.96969     
13687       28          4.96969     
13688       32          4.96969     
13689       36          4.96969     
13690       40          4.96969     
13691       44          4.96969     
13692       48          4.96969     
13693       52          4.96969     
13694       56          4.96969     
13695       60          4.96969     
13696       64          4.96969     
13697       68          4.96969     
13698       72          4.96969     
13699       76          4.96969     
13700       80          4.96969     
13701       84          4.96969     
13702       88          4.96969     
13703       92          4.96969     
13704       96          4.96969     
13705       100         4.96969     
13706       104         4.96969     
13707       108         4.96969     
13708       112         4.96969     
13709       116         4.96969     
13710       120         4.96969     
13711       124         4.96969     
13712       128         4.96969     
13713       132         4.96969     
13714       136         4.96969     
13715       140         4.96969     
13716       144         4.96969     
13717       148         4.96969     
13718       152         4.96969     
13719       156         4.96969     
13720       160         4.96969     
13721       164         4.96969     
13722       168         4.96969     
13723       172         4.96969     
13724       176         4.96969     
13725       180         4.96969     
13726       184         4.96969     
13727       188         4.96969     
13728       -193        5.00456     
13729       -189        5.00456     
13730       -185        5.00456     
13731       -181        5.00456     
13732       -177        5.00456     
13733       -173        5.00456     
13734       -169        5.00456     
13735       -165        5.00456     
13736       -161        5.00456     
13737       -157        5.00456     
13738       -153        5.00456     
13739       -149        5.00456     
13740       -145        5.00456     
13741       -141        5.00456     
13742       -137        5.00456     
13743       -133        5.00456     
13744       -129        5.00456     
13745       -125        5.00456     
13746       -121        5.00456     
13747       -117        5.00456     
13748       -113        5.00456     
13749       -109        5.00456     
13750       -105        5.00456     
13751       -101        5.00456     
13752       -97         5.00456     
13753       -93         5.00456     
13754       -89         5.00456     
13755       -85         5.00456     
13756       -81         5.00456     
13757       -77         5.00456     
13758       -73         5.00456     
13759       -69         5.00456     
13760       -65         5.00456     
13761       -61         5.00456     
13762       -57         5.00456     
13763       -53         5.00456     
13764       -49         5.00456     
13765       -45         5.00456     
13766       -41         5.00456     
13767       -37         5.00456     
13768       -33         5.00456     
13769       -29         5.00456     
13770       -25         5.00456     
13771       -21         5.00456     
13772       -17         5.00456     
13773       -13         5.00456     
13774       -9          5.00456     
13775       -5          5.00456     
13776       -1          5.00456     
13777       3           5.00456     
13778       7           5.00456     
13779       11          5.00456     
13780       15          5.00456     
13781       19          5.00456     
13782       23          5.00456     
13783       27          5.00456     
13784       31          5.00456     
13785       35          5.00456     
13786       39          5.00456     
13787       43          5.00456     
13788       47          5.00456     
13789       51          5.00456     
13790       55          5.00456     
13791       59          5.00456     
13792       63          5.00456     
13793       67          5.00456     
13794       71          5.00456     
13795       75          5.00456     
13796       79          5.00456     
13797       83          5.00456     
13798       87          5.00456     
13799       91          5.00456     
13800       95          5.00456     
13801       99          5.00456     
13802       103         5.00456     
13803       107         5.00456     
13804       111         5.00456     
13805       115         5.00456     
13806       119         5.00456     
13807       123         5.00456     
13808       127         5.00456     
13809       131         5.00456     
13810       135         5.00456     
13811       139         5.00456     
13812       143         5.00456     
13813       147         5.00456     
13814       151         5.00456     
13815       155         5.00456     
13816       159         5.00456     
13817       163         5.00456     
13818       167         5.00456     
13819       171         5.00456     
13820       175         5.00456     
13821       179         5.00456     
13822       183         5.00456     
13823       187         5.00456     
13824       -190        5.03944     
13825       -186        5.03944     
13826       -182        5.03944     
13827       -178        5.03944     
13828       -174        5.03944     
13829       -170        5.03944     
13830       -166        5.03944     
13831       -162        5.03944     
13832       -158        5.03944     
13833       -154        5.03944     
13834       -150        5.03944     
13835       -146        5.03944     
13836       -142        5.03944     
13837       -138        5.03944     
13838       -134        5.03944     
13839       -130        5.03944     
13840       -126        5.03944     
13841       -122        5.03944     
13842       -118        5.03944     
13843       -114        5.03944     
13844       -110        5.03944     
13845       -106        5.03944     
13846       -102        5.03944     
13847       -98         5.03944     
13848       -94         5.03944     
13849       -90         5.03944     
13850       -86         5.03944     
13851       -82         5.03944     
13852       -78         5.03944     
13853       -74         5.03944     
13854       -70         5.03944     
13855       -66         5.03944     
13856       -62         5.03944     
13857       -58         5.03944     
13858       -54         5.03944     
13859       -50         5.03944     
13860       -46         5.03944     
13861       -42         5.03944     
13862       -38         5.03944     
13863       -34         5.03944     
13864       -30         5.03944     
13865       -26         5.03944     
13866       -22         5.03944     
13867       -18         5.03944     
13868       -14         5.03944     
13869       -10         5.03944     
13870       -6          5.03944     
13871       -2          5.03944     
13872       2           5.03944     
13873       6           5.03944     
13874       10          5.03944     
13875       14          5.03944     
13876       18          5.03944     
13877       22          5.03944     
13878       26          5.03944     
13879       30          5.03944     
13880       34          5.03944     
13881       38          5.03944     
13882       42          5.03944     
13883       46          5.03944     
13884       50          5.03944     
13885       54          5.03944     
13886       58          5.03944     
13887       62          5.03944     
13888       66          5.03944     
13889       70          5.03944     
13890       74          5.03944     
13891       78          5.03944     
13892       82          5.03944     
13893       86          5.03944     
13894       90          5.03944     
13895       94          5.03944     
13896       98          5.03944     
13897       102         5.03944     
13898       106         5.03944     
13899       110         5.03944     
13900       114         5.03944     
13901       118         5.03944     
13902       122         5.03944     
13903       126         5.03944     
13904       130         5.03944     
13905       134         5.03944     
13906       138         5.03944     
13907       142         5.03944     
13908       146         5.03944     
13909       150         5.03944     
13910       154         5.03944     
13911       158         5.03944     
13912       162         5.03944     
13913       166         5.03944     
13914       170         5.03944     
13915       174         5.03944     
13916       178         5.03944     
13917       182         5.03944     
13918       186         5.03944     
13919       190         5.03944     
13920       -191        5.07431     
13921       -187        5.07431     
13922       -183        5.07431     
13923       -179        5.07431     
13924       -175        5.07431     
13925       -171        5.07431     
13926       -167        5.07431     
13927       -163        5.07431     
13928       -159        5.07431     
13929       -155        5.07431     
13930       -151        5.07431     
13931       -147        5.07431     
13932       -143        5.07431     
13933       -139        5.07431     
13934       -135        5.07431     
13935       -131        5.07431     
13936       -127        5.07431     
13937       -123        5.07431     
13938       -119        5.07431     
13939       -115        5.07431     
13940       -111        5.07431     
13941       -107        5.07431     
13942       -103        5.07431     
13943       -99         5.07431     
13944       -95         5.07431     
13945       -91         5.07431     
13946       -87         5.07431     
13947       -83         5.07431     
13948       -79         5.07431     
13949       -75         5.07431     
13950       -71         5.07431     
13951       -67         5.07431     
13952       -63         5.07431     
13953       -59         5.07431     
13954       -55         5.07431     
13955       -51         5.07431     
13956       -47         5.07431     
13957       -43         5.07431     
13958       -39         5.07431     
13959       -35         5.07431     
13960       -31         5.07431     
13961       -27         5.07431     
13962       -23         5.07431     
13963       -19         5.07431     
13964       -15         5.07431     
13965       -11         5.07431     
13966       -7          5.07431     
13967       -3          5.07431     
13968       1           5.07431     
13969       5           5.07431     
13970       9           5.07431     
13971       13          5.07431     
13972       17          5.07431     
13973       21          5.07431     
13974       25          5.07431     
13975       29          5.07431     
13976       33          5.07431     
13977       37          5.07431     
13978       41          5.07431     
13979       45          5.07431     
13980       49          5.07431     
13981       53          5.07431     
13982       57          5.07431     
13983       61          5.07431     
13984       65          5.07431     
13985       69          5.07431     
13986       73          5.07431     
13987       77          5.07431     
13988       81          5.07431     
13989       85          5.07431     
13990       89          5.07431     
13991       93          5.07431     
13992       97          5.07431     
13993       101         5.07431     
13994       105         5.07431     
13995       109         5.07431     
13996       113         5.07431     
13997       117         5.07431     
13998       121         5.07431     
13999       125         5.07431     
14000       129         5.07431     
14001       133         5.07431     
14002       137         5.07431     
14003       141         5.07431     
14004       145         5.07431     
14005       149         5.07431     
14006       153         5.07431     
14007       157         5.07431     
14008       161         5.07431     
14009       165         5.07431     
14010       169         5.07431     
14011       173         5.07431     
14012       177         5.07431     
14013       181         5.07431     
14014       185         5.07431     
14015       189         5.07431     
14016       -192        5.10919     
14017       -188        5.10919     
14018       -184        5.10919     
14019       -180        5.10919     
14020       -176        5.10919     
14021       -172        5.10919     
14022       -168        5.10919     
14023       -164        5.10919     
14024       -160        5.10919     
14025       -156        5.10919     
14026       -152        5.10919     
14027       -148        5.10919     
14028       -144        5.10919     
14029       -140        5.10919     
14030       -136        5.10919     
14031       -132        5.10919     
14032       -128        5.10919     
14033       -124        5.10919     
14034       -120        5.10919     
14035       -116        5.10919     
14036       -112        5.10919     
14037       -108        5.10919     
14038       -104        5.10919     
14039       -100        5.10919     
14040       -96         5.10919     
14041       -92         5.10919     
14042       -88         5.10919     
14043       -84         5.10919     
14044       -80         5.10919     
14045       -76         5.10919     
14046       -72         5.10919     
14047       -68         5.10919     
14048       -64         5.10919     
14049       -60         5.10919     
14050       -56         5.10919     
14051       -52         5.10919     
14052       -48         5.10919     
14053       -44         5.10919     
14054       -40         5.10919     
14055       -36         5.10919     
14056       -32         5.10919     
14057       -28         5.10919     
14058       -24         5.10919     
14059       -20         5.10919     
14060       -16         5.10919     
14061       -12         5.10919     
14062       -8          5.10919     
14063       -4          5.10919     
14064       0           5.10919     
14065       4           5.10919     
14066       8           5.10919     
14067       12          5.10919     
14068       16          5.10919     
14069       20          5.10919     
14070       24          5.10919     
14071       28          5.10919     
14072       32          5.10919     
14073       36          5.10919     
14074       40          5.10919     
14075       44          5.10919     
14076       48          5.10919     
14077       52          5.10919     
14078       56          5.10919     
14079       60          5.10919     
14080       64          5.10919     
14081       68          5.10919     
14082       72          5.10919     
14083       76          5.10919     
14084       80          5.10919     
14085       84          5.10919     
14086       88          5.10919     
14087       92          5.10919     
14088       96          5.10919     
14089       100         5.10919     
14090       104         5.10919     
14091       108         5.10919     
14092       112         5.10919     
14093       116         5.10919     
14094       120         5.10919     
14095       124         5.10919     
14096       128         5.10919     
14097       132         5.10919     
14098       136         5.10919     
14099       140         5.10919     
14100       144         5.10919     
14101       148         5.10919     
14102       152         5.10919     
14103       156         5.10919     
14104       160         5.10919     
14105       164         5.10919     
14106       168         5.10919     
14107       172         5.10919     
14108       176         5.10919     
14109       180         5.10919     
14110       184         5.10919     
14111       188         5.10919     
14112       -193        5.14406     
14113       -189        5.14406     
14114       -185        5.14406     
14115       -181        5.14406     
14116       -177        5.14406     
14117       -173        5.14406     
14118       -169        5.14406     
14119       -165        5.14406     
14120       -161        5.14406     
14121       -157        5.14406     
14122       -153        5.14406     
14123       -149        5.14406     
14124       -145        5.14406     
14125       -141        5.14406     
14126       -137        5.14406     
14127       -133        5.14406     
14128       -129        5.14406     
14129       -125        5.14406     
14130       -121        5.14406     
14131       -117        5.14406     
14132       -113        5.14406     
14133       -109        5.14406     
14134       -105        5.14406     
14135       -101        5.14406     
14136       -97         5.14406     
14137       -93         5.14406     
14138       -89         5.14406     
14139       -85         5.14406     
14140       -81         5.14406     
14141       -77         5.14406     
14142       -73         5.14406     
14143       -69         5.14406     
14144       -65         5.14406     
14145       -61         5.14406     
14146       -57         5.14406     
14147       -53         5.14406     
14148       -49         5.14406     
14149       -45         5.14406     
14150       -41         5.14406     
14151       -37         5.14406     
14152       -33         5.14406     
14153       -29         5.14406     
14154       -25         5.14406     
14155       -21         5.14406     
14156       -17         5.14406     
14157       -13         5.14406     
14158       -9          5.14406     
14159       -5          5.14406     
14160       -1          5.14406     
14161       3           5.14406     
14162       7           5.14406     
14163       11          5.14406     
14164       15          5.14406     
14165       19          5.14406     
14166       23          5.14406     
14167       27          5.14406     
14168       31          5.14406     
14169       35          5.14406     
14170       39          5.14406     
14171       43          5.14406     
14172       47          5.14406     
14173       51          5.14406     
14174       55          5.14406     
14175       59          5.14406     
14176       63          5.14406     
14177       67          5.14406     
14178       71          5.14406     
14179       75          5.14406     
14180       79          5.14406     
14181       83          5.14406     
14182       87          5.14406     
14183       91          5.14406     
14184       95          5.14406     
14185       99          5.14406     
14186       103         5.14406     
14187       107         5.14406     
14188       111         5.14406     
14189       115         5.14406     
14190       119         5.14406     
14191       123         5.14406     
14192       127         5.14406     
14193       131         5.14406     
14194       135         5.14406     
14195       139         5.14406     
14196       143         5.14406     
14197       147         5.14406     
14198       151         5.14406     
14199       155         5.14406     
14200       159         5.14406     
14201       163         5.14406     
14202       167         5.14406     
14203       171         5.14406     
14204       175         5.14406     
14205       179         5.14406     
14206       183         5.14406     
14207       187         5.14406     
14208       -190        5.17894     
14209       -186        5.17894     
14210       -182        5.17894     
14211       -178        5.17894     
14212       -174        5.17894     
14213       -170        5.17894     
14214       -166        5.17894     
14215       -162        5.17894     
14216       -158        5.17894     
14217       -154        5.17894     
14218       -150        5.17894     
14219       -146        5.17894     
14220       -142        5.17894     
14221       -138        5.17894     
14222       -134        5.17894     
14223       -130        5.17894     
14224       -126        5.17894     
14225       -122        5.17894     
14226       -118        5.17894     
14227       -114        5.17894     
14228       -110        5.17894     
14229       -106        5.17894     
14230       -102        5.17894     
14231       -98         5.17894     
14232       -94         5.17894     
14233       -90         5.17894     
14234       -86         5.17894     
14235       -82         5.17894     
14236       -78         5.17894     
14237       -74         5.17894     
14238       -70         5.17894     
14239       -66         5.17894     
14240       -62         5.17894     
14241       -58         5.17894     
14242       -54         5.17894     
14243       -50         5.17894     
14244       -46         5.17894     
14245       -42         5.17894     
14246       -38         5.17894     
14247       -34         5.17894     
14248       -30         5.17894     
14249       -26         5.17894     
14250       -22         5.17894     
14251       -18         5.17894     
14252       -14         5.17894     
14253       -10         5.17894     
14254       -6          5.17894     
14255       -2          5.17894     
14256       2           5.17894     
14257       6           5.17894     
14258       10          5.17894     
14259       14          5.17894     
14260       18          5.17894     
14261       22          5.17894     
14262       26          5.17894     
14263       30          5.17894     
14264       34          5.17894     
14265       38          5.17894     
14266       42          5.17894     
14267       46          5.17894     
14268       50          5.17894     
14269       54          5.17894     
14270       58          5.17894     
14271       62          5.17894     
14272       66          5.17894     
14273       70          5.17894     
14274       74          5.17894     
14275       78          5.17894     
14276       82          5.17894     
14277       86          5.17894     
14278       90          5.17894     
14279       94          5.17894     
14280       98          5.17894     
14281       102         5.17894     
14282       106         5.17894     
14283       110         5.17894     
14284       114         5.17894     
14285       118         5.17894     
14286       122         5.17894     
14287       126         5.17894     
14288       130         5.17894     
14289       134         5.17894     
14290       138         5.17894     
14291       142         5.17894     
14292       146         5.17894     
14293       150         5.17894     
14294       154         5.17894     
14295       158         5.17894     
14296       162         5.17894     
14297       166         5.17894     
14298       170         5.17894     
14299       174         5.17894     
14300       178         5.17894     
14301       182         5.17894     
14302       186         5.17894     
14303       190         5.17894     
14304       -191        5.21381     
14305       -187        5.21381     
14306       -183        5.21381     
14307       -179        5.21381     
14308       -175        5.21381     
14309       -171        5.21381     
14310       -167        5.21381     
14311       -163        5.21381     
14312       -159        5.21381     
14313       -155        5.21381     
14314       -151        5.21381     
14315       -147        5.21381     
14316       -143        5.21381     
14317       -139        5.21381     
14318       -135        5.21381     
14319       -131        5.21381     
14320       -127        5.21381     
14321       -123        5.21381     
14322       -119        5.21381     
14323       -115        5.21381     
14324       -111        5.21381     
14325       -107        5.21381     
14326       -103        5.21381     
14327       -99         5.21381     
14328       -95         5.21381     
14329       -91         5.21381     
14330       -87         5.21381     
14331       -83         5.21381     
14332       -79         5.21381     
14333       -75         5.21381     
14334       -71         5.21381     
14335       -67         5.21381     
14336       -63         5.21381     
14337       -59         5.21381     
14338       -55         5.21381     
14339       -51         5.21381     
14340       -47         5.21381     
14341       -43         5.21381     
14342       -39         5.21381     
14343       -35         5.21381     
14344       -31         5.21381     
14345       -27         5.21381     
14346       -23         5.21381     
14347       -19         5.21381     
14348       -15         5.21381     
14349       -11         5.21381     
14350       -7          5.21381     
14351       -3          5.21381     
14352       1           5.21381     
14353       5           5.21381     
14354       9           5.21381     
14355       13          5.21381     
14356       17          5.21381     
14357       21          5.21381     
14358       25          5.21381     
14359       29          5.21381     
14360       33          5.21381     
14361       37          5.21381     
14362       41          5.21381     
14363       45          5.21381     
14364       49          5.21381     
14365       53          5.21381     
14366       57          5.21381     
14367       61          5.21381     
14368       65          5.21381     
14369       69          5.21381     
14370       73          5.21381     
14371       77          5.21381     
14372       81          5.21381     
14373       85          5.21381     
14374       89          5.21381     
14375       93          5.21381     
14376       97          5.21381     
14377       101         5.21381     
14378       105         5.21381     
14379       109         5.21381     
14380       113         5.21381     
14381       117         5.21381     
14382       121         5.21381     
14383       125         5.21381     
14384       129         5.21381     
14385       133         5.21381     
14386       137         5.21381     
14387       141         5.21381     
14388       145         5.21381     
14389       149         5.21381     
14390       153         5.21381     
14391       157         5.21381     
14392       161         5.21381     
14393       165         5.21381     
14394       169         5.21381     
14395       173         5.21381     
14396       177         5.21381     
14397       181         5.21381     
14398       185         5.21381     
14399       189         5.21381     
14400       -192        5.24869     
14401       -188        5.24869     
14402       -184        5.24869     
14403       -180        5.24869     
14404       -176        5.24869     
14405       -172        5.24869     
14406       -168        5.24869     
14407       -164        5.24869     
14408       -160        5.24869     
14409       -156        5.24869     
14410       -152        5.24869     
14411       -148        5.24869     
14412       -144        5.24869     
14413       -140        5.24869     
14414       -136        5.24869     
14415       -132        5.24869     
14416       -128        5.24869     
14417       -124        5.24869     
14418       -120        5.24869     
14419       -116        5.24869     
14420       -112        5.24869     
14421       -108        5.24869     
14422       -104        5.24869     
14423       -100        5.24869     
14424       -96         5.24869     
14425       -92         5.24869     
14426       -88         5.24869     
14427       -84         5.24869     
14428       -80         5.24869     
14429       -76         5.24869     
14430       -72         5.24869     
14431       -68         5.24869     
14432       -64         5.24869     
14433       -60         5.24869     
14434       -56         5.24869     
14435       -52         5.24869     
14436       -48         5.24869     
14437       -44         5.24869     
14438       -40         5.24869     
14439       -36         5.24869     
14440       -32         5.24869     
14441       -28         5.24869     
14442       -24         5.24869     
14443       -20         5.24869     
14444       -16         5.24869     
14445       -12         5.24869     
14446       -8          5.24869     
14447       -4          5.24869     
14448       0           5.24869     
14449       4           5.24869     
14450       8           5.24869     
14451       12          5.24869     
14452       16          5.24869     
14453       20          5.24869     
14454       24          5.24869     
14455       28          5.24869     
14456       32          5.24869     
14457       36          5.24869     
14458       40          5.24869     
14459       44          5.24869     
14460       48          5.24869     
14461       52          5.24869     
14462       56          5.24869     
14463       60          5.24869     
14464       64          5.24869     
14465       68          5.24869     
14466       72          5.24869     
14467       76          5.24869     
14468       80          5.24869     
14469       84          5.24869     
14470       88          5.24869     
14471       92          5.24869     
14472       96          5.24869     
14473       100         5.24869     
14474       104         5.24869     
14475       108         5.24869     
14476       112         5.24869     
14477       116         5.24869     
14478       120         5.24869     
14479       124         5.24869     
14480       128         5.24869     
14481       132         5.24869     
14482       136         5.24869     
14483       140         5.24869     
14484       144         5.24869     
14485       148         5.24869     
14486       152         5.24869     
14487       156         5.24869     
14488       160         5.24869     
14489       164         5.24869     
14490       168         5.24869     
14491       172         5.24869     
14492       176         5.24869     
14493       180         5.24869     
14494       184         5.24869     
14495       188         5.24869     
14496       -193        5.28356     
14497       -189        5.28356     
14498       -185        5.28356     
14499       -181        5.28356     
14500       -177        5.28356     
14501       -173        5.28356     
14502       -169        5.28356     
14503       -165        5.28356     
14504       -161        5.28356     
14505       -157        5.28356     
14506       -153        5.28356     
14507       -149        5.28356     
14508       -145        5.28356     
14509       -141        5.28356     
14510       -137        5.28356     
14511       -133        5.28356     
14512       -129        5.28356     
14513       -125        5.28356     
14514       -121        5.28356     
14515       -117        5.28356     
14516       -113        5.28356     
14517       -109        5.28356     
14518       -105        5.28356     
14519       -101        5.28356     
14520       -97         5.28356     
14521       -93         5.28356     
14522       -89         5.28356     
14523       -85         5.28356     
14524       -81         5.28356     
14525       -77         5.28356     
14526       -73         5.28356     
14527       -69         5.28356     
14528       -65         5.28356     
14529       -61         5.28356     
14530       -57         5.28356     
14531       -53         5.28356     
14532       -49         5.28356     
14533       -45         5.28356     
14534       -41         5.28356     
14535       -37         5.28356     
14536       -33         5.28356     
14537       -29         5.28356     
14538       -25         5.28356     
14539       -21         5.28356     
14540       -17         5.28356     
14541       -13         5.28356     
14542       -9          5.28356     
14543       -5          5.28356     
14544       -1          5.28356     
14545       3           5.28356     
14546       7           5.28356     
14547       11          5.28356     
14548       15          5.28356     
14549       19          5.28356     
14550       23          5.28356     
14551       27          5.28356     
14552       31          5.28356     
14553       35          5.28356     
14554       39          5.28356     
14555       43          5.28356     
14556       47          5.28356     
14557       51          5.28356     
14558       55          5.28356     
14559       59          5.28356     
14560       63          5.28356     
14561       67          5.28356     
14562       71          5.28356     
14563       75          5.28356     
14564       79          5.28356     
14565       83          5.28356     
14566       87          5.28356     
14567       91          5.28356     
14568       95          5.28356     
14569       99          5.28356     
14570       103         5.28356     
14571       107         5.28356     
14572       111         5.28356     
14573       115         5.28356     
14574       119         5.28356     
14575       123         5.28356     
14576       127         5.28356     
14577       131         5.28356     
14578       135         5.28356     
14579       139         5.28356     
14580       143         5.28356     
14581       147         5.28356     
14582       151         5.28356     
14583       155         5.28356     
14584       159         5.28356     
14585       163         5.28356     
14586       167         5.28356     
14587       171         5.28356     
14588       175         5.28356     
14589       179         5.28356     
14590       183         5.28356     
14591       187         5.28356     
14592       -190        5.31844     
14593       -186        5.31844     
14594       -182        5.31844     
14595       -178        5.31844     
14596       -174        5.31844     
14597       -170        5.31844     
14598       -166        5.31844     
14599       -162        5.31844     
14600       -158        5.31844     
14601       -154        5.31844     
14602       -150        5.31844     
14603       -146        5.31844     
14604       -142        5.31844     
14605       -138        5.31844     
14606       -134        5.31844     
14607       -130        5.31844     
14608       -126        5.31844     
14609       -122        5.31844     
14610       -118        5.31844     
14611       -114        5.31844     
14612       -110        5.31844     
14613       -106        5.31844     
14614       -102        5.31844     
14615       -98         5.31844     
14616       -94         5.31844     
14617       -90         5.31844     
14618       -86         5.31844     
14619       -82         5.31844     
14620       -78         5.31844     
14621       -74         5.31844     
14622       -70         5.31844     
14623       -66         5.31844     
14624       -62         5.31844     
14625       -58         5.31844     
14626       -54         5.31844     
14627       -50         5.31844     
14628       -46         5.31844     
14629       -42         5.31844     
14630       -38         5.31844     
14631       -34         5.31844     
14632       -30         5.31844     
14633       -26         5.31844     
14634       -22         5.31844     
14635       -18         5.31844     
14636       -14         5.31844     
14637       -10         5.31844     
14638       -6          5.31844     
14639       -2          5.31844     
14640       2           5.31844     
14641       6           5.31844     
14642       10          5.31844     
14643       14          5.31844     
14644       18          5.31844     
14645       22          5.31844     
14646       26          5.31844     
14647       30          5.31844     
14648       34          5.31844     
14649       38          5.31844     
14650       42          5.31844     
14651       46          5.31844     
14652       50          5.31844     
14653       54          5.31844     
14654       58          5.31844     
14655       62          5.31844     
14656       66          5.31844     
14657       70          5.31844     
14658       74          5.31844     
14659       78          5.31844     
14660       82          5.31844     
14661       86          5.31844     
14662       90          5.31844     
14663       94          5.31844     
14664       98          5.31844     
14665       102         5.31844     
14666       106         5.31844     
14667       110         5.31844     
14668       114         5.31844     
14669       118         5.31844     
14670       122         5.31844     
14671       126         5.31844     
14672       130         5.31844     
14673       134         5.31844     
14674       138         5.31844     
14675       142         5.31844     
14676       146         5.31844     
14677       150         5.31844     
14678       154         5.31844     
14679       158         5.31844     
14680       162         5.31844     
14681       166         5.31844     
14682       170         5.31844     
14683       174         5.31844     
14684       178         5.31844     
14685       182         5.31844     
14686       186         5.31844     
14687       190         5.31844     
14688       -191        5.35331     
14689       -187        5.35331     
14690       -183        5.35331     
14691       -179        5.35331     
14692       -175        5.35331     
14693       -171        5.35331     
14694       -167        5.35331     
14695       -163        5.35331     
14696       -159        5.35331     
14697       -155        5.35331     
14698       -151        5.35331     
14699       -147        5.35331     
14700       -143        5.35331     
14701       -139        5.35331     
14702       -135        5.35331     
14703       -131        5.35331     
14704       -127        5.35331     
